"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","mid_ma","time_bin","id","getech_lng","getech_lat","Stage.number"
"1605",3532,"col","Moodys Branch",-90.15,32.33,"MHi-1 (Moodys Branch)",NA,"",33,"Bartonian","",41.3,38,124,"gp_mid",-72.78,36.36,"101",39.65,"bartonian",469,-80.8169,31.7593,14
"1606",3533,"col","Moodys Branch",-90.18,32.29,"MHi-2 (Moodys Branch)",NA,"",19,"Bartonian","",41.3,38,124,"gp_mid",-72.82,36.31,"101",39.65,"bartonian",470,-80.8169,31.7593,14
"1607",3534,"col","Moodys Branch",-92.15,32.23,"Montgomery Landing (Moodys Branch)",NA,"",68,"Bartonian","",41.3,38,124,"gp_mid",-74.86,36.59,"101",39.65,"bartonian",132,-84.5249,32.0691,14
"1701",3717,"col","",6.83,52.15,"Buurse",NA,"",16,"Bartonian","",41.3,38,233,"gp_mid",12.1,45.26,"315",39.65,"bartonian",495,1.4699,50.3572,14
"1702",3718,"col","",6.8,52.2,"Boekelo",NA,"",23,"Bartonian","",41.3,38,233,"gp_mid",12.08,45.31,"315",39.65,"bartonian",496,1.4699,50.3572,14
"1703",3719,"col","",2.2,49.02,"Ezanville, Beauchamp (France)",NA,"",3,"Bartonian","",41.3,38,234,"gp_mid",7.75,42.32,"305",39.65,"bartonian",497,-1.7355,47.6486,14
"1704",3720,"col","",2.2,49.02,"Beauchamp, France",NA,"",8,"Bartonian","",41.3,38,234,"gp_mid",7.75,42.32,"305",39.65,"bartonian",497,-1.7355,47.6486,14
"1705",3721,"col","",2.17,49.07,"Guepelle, France",NA,"",12,"Bartonian","",41.3,38,234,"gp_mid",7.72,42.37,"305",39.65,"bartonian",498,-1.7355,47.6486,14
"2387",2963,"col","",32.36,25.44,"Egypt 13",NA,"",5,"Bartonian","",41.3,38,130,"gp_mid",33.55,13.87,"715",39.65,"bartonian",423,28.2951,19.3263,14
"2506",5311,"col","Gosport Sand",-87.9,31.52,"Little Stave Creek 1 (Gosport Sand, AL)",NA,"",53,"Bartonian","",41.3,38,315,"gp_mid",-70.67,35.18,"109",39.65,"bartonian",917,-77.1208,31.453,14
"2507",5312,"col","Gosport Sand",-87.9,31.52,"Little Stave Creek 2 (Gosport Sand, AL)",NA,"",53,"Bartonian","",41.3,38,315,"gp_mid",-70.67,35.18,"109",39.65,"bartonian",917,-77.1208,31.453,14
"2508",5316,"col","Gosport Sand",-87.9,31.52,"Little Stave Creek 3 (Gosport Sand, AL)",NA,"",21,"Bartonian","",41.3,38,315,"gp_mid",-70.67,35.18,"109",39.65,"bartonian",917,-77.1208,31.453,14
"2509",5318,"col","Gosport Sand",-87.9,31.52,"LIttle Stave Creek 4 (Gosport Sand, AL)",NA,"",58,"Bartonian","",41.3,38,315,"gp_mid",-70.67,35.18,"109",39.65,"bartonian",917,-77.1208,31.453,14
"2510",5320,"col","Gosport Sand",-87.52,31.54,"Claiborne Bluff 1 (Gosport Sand, AL)",NA,"",59,"Bartonian","",41.3,38,315,"gp_mid",-70.27,35.14,"109",39.65,"bartonian",918,-77.1208,31.453,14
"2511",5321,"col","Gosport Sand",-87.52,31.54,"Claiborne Bluff 2 (Gosport Sand, AL)",NA,"",61,"Bartonian","",41.3,38,315,"gp_mid",-70.27,35.14,"109",39.65,"bartonian",918,-77.1208,31.453,14
"2512",5322,"col","Gosport Sand",-87.52,31.54,"Claiborne Bluff 3 (Gosport Sand, AL)",NA,"",69,"Bartonian","",41.3,38,315,"gp_mid",-70.27,35.14,"109",39.65,"bartonian",918,-77.1208,31.453,14
"2513",5330,"col","Gosport Sand",-87.52,31.54,"Claiborne Bluff 4 (Gosport Sand, AL)",NA,"",51,"Bartonian","",41.3,38,315,"gp_mid",-70.27,35.14,"109",39.65,"bartonian",918,-77.1208,31.453,14
"2514",5332,"col","Gosport Sand",-87.52,31.54,"Claiborne Bluff 5 (Gosport Sand, AL)",NA,"",42,"Bartonian","",41.3,38,315,"gp_mid",-70.27,35.14,"109",39.65,"bartonian",918,-77.1208,31.453,14
"2515",5334,"col","Gosport Sand",-87.52,31.54,"Claiborne Bluff 6 (Gosport Sand, AL)",NA,"",35,"Bartonian","",41.3,38,315,"gp_mid",-70.27,35.14,"109",39.65,"bartonian",918,-77.1208,31.453,14
"2516",5335,"col","Gosport Sand",-87.52,31.54,"Claiborne Bluff 7 (Gosport Sand, AL)",NA,"",28,"Bartonian","",41.3,38,315,"gp_mid",-70.27,35.14,"109",39.65,"bartonian",918,-77.1208,31.453,14
"2518",5365,"col","Castle Hayne",-77.04,35.11,"CR-R, New Bern Quarry",NA,"",11,"Bartonian","",41.3,38,318,"gp_mid",-58.78,36.81,"109",39.65,"bartonian",920,-69.4865,33.3456,14
"2521",5367,"col","Castle Hayne",-77.86,34.37,"NH1-D, Martin-Marietta Quarry",NA,"",33,"Bartonian","",41.3,38,318,"gp_mid",-59.79,36.23,"109",39.65,"bartonian",923,-69.4865,33.3456,14
"2522",5366,"col","Castle Hayne",-77.65,34.64,"P-4, Maple Hill",NA,"",75,"Bartonian","",41.3,38,318,"gp_mid",-59.51,36.46,"109",39.65,"bartonian",924,-69.4865,33.3456,14
"2523",5354,"col","Santee Limestone",-79.69,33.33,"GE-1 (Santee Limestone, South Carolina)",NA,"",67,"Bartonian","",41.3,38,318,"gp_mid",-61.9,35.53,"109",39.65,"bartonian",925,-69.7624,30.8565,14
"2524",5353,"col","Santee Limestone",-80.15,33.38,"BE-8 (Santee Limestone, South Carolina)",NA,"",29,"Bartonian","",41.3,38,318,"gp_mid",-62.34,35.66,"109",39.65,"bartonian",926,-69.7624,30.8565,14
"2525",5345,"col","Santee Limestone",-80.1,33.41,"BE-1 (Santee Limestone, South Carolina)",NA,"",29,"Bartonian","",41.3,38,318,"gp_mid",-62.29,35.69,"109",39.65,"bartonian",927,-69.7624,30.8565,14
"2526",5344,"col","Santee Limestone",-80.15,33.33,"BE-0 (Upper Santee Limestone, South Carolina)",NA,"",60,"Bartonian","",41.3,38,318,"gp_mid",-62.35,35.61,"109",39.65,"bartonian",928,-69.7624,30.8565,14
"2528",5343,"col","Santee Limestone",-80.49,33.51,"OR-9 (Santee Limestone, South Carolina)",NA,"",15,"Bartonian","",41.3,38,318,"gp_mid",-62.65,35.85,"109",39.65,"bartonian",930,-69.7624,30.8565,14
"2530",5378,"col","Castle Hayne",-77.83,34.44,"USGS 22329, Lanes Ferry Road",NA,"",8,"Bartonian","",41.3,38,319,"gp_mid",-59.74,36.29,"109",39.65,"bartonian",932,-69.4865,33.3456,14
"2531",5375,"col","Castle Hayne",-77.89,34.44,"Trask Farm (Castle Hayne LS, N. Carolina)",NA,"",3,"Bartonian","",41.3,38,319,"gp_mid",-59.8,36.3,"109",39.65,"bartonian",933,-69.4865,33.3456,14
"2532",5376,"col","Castle Hayne",-77.73,34.63,"USGS 22389 (Castle Hayne LS, N. Carolina)",NA,"",14,"Bartonian","",41.3,38,319,"gp_mid",-59.59,36.47,"109",39.65,"bartonian",934,-69.4865,33.3456,14
"2533",5377,"col","Castle Hayne",-78.05,34.97,"Stewarts Creek (Castle Hayne LS, N. Carolina)",NA,"",4,"Bartonian","",41.3,38,319,"gp_mid",-59.82,36.85,"109",39.65,"bartonian",935,-69.4865,33.3456,14
"2534",5379,"col","Castle Hayne",-77.43,34.75,"Marvin Rhode's pit (Castle Hayne LS, N. Carolina)",NA,"",3,"Bartonian","",41.3,38,319,"gp_mid",-59.26,36.53,"109",39.65,"bartonian",936,-69.4865,33.3456,14
"2535",5380,"col","Castle Hayne",-77.32,35.36,"USGS 10627 (T.J.. Faulkner Farm), Castle Hayne LS, Pitt County, N. Carolina)",NA,"",7,"Bartonian","",41.3,38,11173,"gp_mid",-58.98,37.11,"109",39.65,"bartonian",937,-69.4865,33.3456,14
"2536",5381,"col","Castle Hayne",-78.09,34.97,"Duplin Co. (Castle Hayne LS, N. Carolina)",NA,"",3,"Bartonian","",41.3,38,319,"gp_mid",-59.86,36.85,"109",39.65,"bartonian",938,-69.4865,33.3456,14
"2537",5382,"col","Castle Hayne",-78.05,34.87,"Atlantic LS Co. Quarry (Castle Hayne LS, N. Carolina)",NA,"",3,"Bartonian","",41.3,38,319,"gp_mid",-59.85,36.75,"109",39.65,"bartonian",939,-69.4865,33.3456,14
"2538",5383,"col","Castle Hayne",-77.67,34.63,"Lanier Pit (Castle Hayne LS, N. Carolina)",NA,"",14,"Bartonian","",41.3,38,319,"gp_mid",-59.53,36.45,"109",39.65,"bartonian",940,-69.4865,33.3456,14
"2539",5384,"col","Castle Hayne",-77.73,34.66,"East Coast Construction Co. Quarry (Castle Hayne LS, N. Carolina)",NA,"",9,"Bartonian","",41.3,38,319,"gp_mid",-59.58,36.49,"109",39.65,"bartonian",941,-69.4865,33.3456,14
"2540",5385,"col","Castle Hayne",-78.02,34.8,"Billy B. Fussel Co., Inc. quarry (Castle Hayne LS, N. Carolina)",NA,"",8,"Bartonian","",41.3,38,319,"gp_mid",-59.84,36.68,"109",39.65,"bartonian",942,-69.4865,33.3456,14
"2541",5386,"col","Castle Hayne",-77.82,34.36,"Ideal Cement Co. quarry (Castle Hayne LS, N. Carolina)",NA,"",31,"Bartonian","",41.3,38,319,"gp_mid",-59.75,36.21,"109",39.65,"bartonian",943,-69.4865,33.3456,14
"2542",5387,"col","Castle Hayne",-77.57,35.01,"North Carolina Lime Co. [Castle Hayne Lmst]",NA,"",22,"Bartonian","",41.3,38,319,"gp_mid",-59.33,36.81,"109",39.65,"bartonian",944,-69.4865,33.3456,14
"2543",5388,"col","Castle Hayne",-77.29,35.29,"Core Creek",NA,"",2,"Bartonian","",41.3,38,319,"gp_mid",-58.97,37.03,"109",39.65,"bartonian",945,-69.4865,33.3456,14
"2544",5389,"col","Castle Hayne",-77.43,34.92,"Thomas Farm (Castle Hayne LS, N. Carolina)",NA,"",1,"Bartonian","",41.3,38,319,"gp_mid",-59.21,36.69,"109",39.65,"bartonian",946,-69.4865,33.3456,14
"2545",5436,"col","Castle Hayne",-77.94,34.23,"USGS 10340, 10613 (City Rock quarry near cemetery)",NA,"",73,"Bartonian","",41.3,38,11173,"gp_mid",-59.91,36.1,"109",39.65,"bartonian",947,-69.4865,33.3456,14
"2546",5437,"col","Castle Hayne",-77.89,34.44,"USGS 779, 7794 - Lanes Ferry [Castle Hayne Limestone]",NA,"Rocky Point",39,"Bartonian","",41.3,38,11173,"gp_mid",-59.8,36.3,"109",39.65,"bartonian",933,-69.4865,33.3456,14
"2547",5438,"col","Castle Hayne",-77.84,34.44,"Lanes Ferry (Castle Hayne LS, N. Carolina)",NA,"",1,"Bartonian","",41.3,38,319,"gp_mid",-59.75,36.29,"109",39.65,"bartonian",948,-69.4865,33.3456,14
"2548",5439,"col","Castle Hayne",-77.9,34.36,"Castle Hayne Phosphate Works (Castle Hayne LS, N. Carolina)",NA,"",2,"Bartonian","",41.3,38,319,"gp_mid",-59.83,36.22,"109",39.65,"bartonian",949,-69.4865,33.3456,14
"2549",5440,"col","Castle Hayne",-77.95,34.3,"USGS 7799 (R.G. Ross farm), Castle Hayne LS, Pender County, N. Carolina",NA,"",4,"Bartonian","",41.3,38,11173,"gp_mid",-59.9,36.18,"109",39.65,"bartonian",950,-69.4865,33.3456,14
"2550",5441,"col","Castle Hayne",-77.98,34.8,"USGS 11816  (Castle Hayne LS, N. Carolina)",NA,"",1,"Bartonian","",41.3,38,319,"gp_mid",-59.79,36.67,"109",39.65,"bartonian",951,-69.4865,33.3456,14
"2551",5442,"col","Castle Hayne",-77.7,34.85,"USGS 19020 (Castle Hayne LS, N. Carolina)",NA,"",3,"Bartonian","",41.3,38,319,"gp_mid",-59.5,36.67,"109",39.65,"bartonian",952,-69.4865,33.3456,14
"2553",5444,"col","Castle Hayne",-77.3,35.33,"USGS 8165 (Castle Hayne LS, N. Carolina)",NA,"",3,"Bartonian","",41.3,38,319,"gp_mid",-58.97,37.06,"109",39.65,"bartonian",954,-69.4865,33.3456,14
"2554",5445,"col","Castle Hayne",-77.32,35.33,"USGS 12007 (Castle Hayne LS, N. Carolina)",NA,"",2,"Bartonian","",41.3,38,319,"gp_mid",-58.99,37.07,"109",39.65,"bartonian",955,-69.4865,33.3456,14
"2556",5447,"col","Castle Hayne",-77.33,35.32,"USGS 10626 (Biddle Landing) Castle Hayne marl, Craven Co., N. Carolina",NA,"",6,"Bartonian","",41.3,38,11173,"gp_mid",-59,37.06,"109",39.65,"bartonian",956,-69.4865,33.3456,14
"2557",5448,"col","Castle Hayne",-77.95,34.27,"Wilmington City quarry",NA,"",5,"Bartonian","",41.3,38,319,"gp_mid",-59.9,36.15,"109",39.65,"bartonian",957,-69.4865,33.3456,14
"2558",5449,"col","Castle Hayne",-77.96,34.64,"South Washington (Castle Hayne LS, N. Carolina)",NA,"",2,"Bartonian","",41.3,38,319,"gp_mid",-59.82,36.51,"109",39.65,"bartonian",958,-69.4865,33.3456,14
"2560",5451,"col","Castle Hayne",-77.92,34.29,"Castle Hayne (Castle Hayne LS, N. Carolina)",NA,"",2,"Bartonian","",41.3,38,319,"gp_mid",-59.87,36.16,"109",39.65,"bartonian",959,-69.4865,33.3456,14
"2561",5452,"col","Castle Hayne",-77.94,34.23,"Wilmington quarry (Castle Hayne LS, N. Carolina)",NA,"",1,"Bartonian","",41.3,38,319,"gp_mid",-59.91,36.1,"109",39.65,"bartonian",947,-69.4865,33.3456,14
"2562",5453,"col","Castle Hayne",-77.89,34.36,"NE Cape Fear River (Castle Hayne LS, N. Carolina)",NA,"",1,"Bartonian","",41.3,38,319,"gp_mid",-59.82,36.22,"109",39.65,"bartonian",960,-69.4865,33.3456,14
"2564",5456,"col","Castle Hayne",-77.94,34.23,"Smith Creek (Castle Hayne LS, N. Carolina)",NA,"",1,"Bartonian","",41.3,38,319,"gp_mid",-59.91,36.1,"109",39.65,"bartonian",947,-69.4865,33.3456,14
"2565",5457,"col","Castle Hayne",-77.94,34.23,"Wilmington (Castle Hayne LS, N. Carolina)",NA,"",4,"Bartonian","",41.3,38,319,"gp_mid",-59.91,36.1,"109",39.65,"bartonian",947,-69.4865,33.3456,14
"2566",5458,"col","Castle Hayne",-78.02,34.83,"USGS 10621 (Rose Hill station,A.R. Bland farm) Castle Hayne marl, Duplin Co., NC",NA,"",3,"Bartonian","",41.3,38,11173,"gp_mid",-59.83,36.71,"109",39.65,"bartonian",961,-69.4865,33.3456,14
"2567",5459,"col","Castle Hayne",-77.87,34.36,"Martin Marietta Quarry [Castle Hayne Limestone]",NA,"Superior Stone Quarry",13,"Bartonian","",41.3,38,319,"gp_mid",-59.8,36.22,"109",39.65,"bartonian",962,-69.4865,33.3456,14
"2568",5460,"col","Castle Hayne",-77.44,35.25,"Mosleys Creek",NA,"",3,"Bartonian","",41.3,38,319,"gp_mid",-59.13,37.02,"109",39.65,"bartonian",963,-69.4865,33.3456,14
"2569",5461,"col","Castle Hayne",-77.28,35.3,"Ft. Barnwell (Castle Hayne LS, N. Carolina)",NA,"",2,"Bartonian","",41.3,38,319,"gp_mid",-58.96,37.04,"109",39.65,"bartonian",964,-69.4865,33.3456,14
"2570",5462,"col","Santee Limestone",-79.69,33.33,"Georgetown (Santee LS, S. Carolina)",NA,"",9,"Bartonian","",41.3,38,319,"gp_mid",-61.9,35.53,"109",39.65,"bartonian",925,-69.7624,30.8565,14
"2572",5464,"col","Santee Limestone",-80.45,33.25,"USGS 18078 (Santee LS, S. Carolina)",NA,"",1,"Bartonian","",41.3,38,319,"gp_mid",-62.68,35.59,"109",39.65,"bartonian",965,-69.7624,30.8565,14
"2573",5465,"col","Santee Limestone",-80.15,33.38,"Lake Marion (Santee LS, S. Carolina)",NA,"",2,"Bartonian","",41.3,38,319,"gp_mid",-62.34,35.66,"109",39.65,"bartonian",926,-69.7624,30.8565,14
"2574",5466,"col","Santee Limestone",-80.15,33.38,"USGS 25867 (Santee Limestone, S. Carolina)",NA,"",1,"Bartonian","",41.3,38,319,"gp_mid",-62.34,35.66,"109",39.65,"bartonian",926,-69.7624,30.8565,14
"2576",5468,"col","Santee Limestone",-80.1,33.43,"Santee canal (Santee Limestone, S. Carolina)",NA,"",4,"Bartonian","",41.3,38,319,"gp_mid",-62.28,35.7,"109",39.65,"bartonian",966,-69.7624,30.8565,14
"2581",5473,"col","Santee Limestone",-79.95,33.18,"USGS 25868 (Santee LS, S. Carolina)",NA,"",2,"Bartonian","",41.3,38,319,"gp_mid",-62.19,35.44,"109",39.65,"bartonian",967,-69.7624,30.8565,14
"2582",5474,"col","Santee Limestone",-80.15,33.33,"USGS 25169, 25170, 25859 (Santee LS, S. Carolina)",NA,"",13,"Bartonian","",41.3,38,319,"gp_mid",-62.35,35.61,"109",39.65,"bartonian",928,-69.7624,30.8565,14
"2584",5476,"col","Santee Limestone",-80.41,33.28,"Santee Portland Cement Co. (Santee LS, S. Carolina)",NA,"",4,"Bartonian","",41.3,38,319,"gp_mid",-62.63,35.62,"109",39.65,"bartonian",969,-69.7624,30.8565,14
